,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
3705,Jaypee Internati...,4.1,(7 Reviews),Private,Chicago,201-500 Employees (Global),
3706,Empronc Solution...,4.2,(7 Reviews),Private,Mumbai,18,51-200 Employees (India)
3707,S. R. Goyal & Co...,4.3,(7 Reviews),Private,Jaipur,51-200 Employees (India),
3708,STAR CJ Network ...,2.0,(7 Reviews),Private,Mumbai + 1 more,11-50 Employees (Global),
3709,Destimoney,4.3,(7 Reviews),Private,Mumbai + 1 more,1k-5k Employees (Global),
3710,Integrated Datab...,4.3,(7 Reviews),Private,New Delhi + 1 more,51-200 Employees (India),
3711,NVS,4.0,(7 Reviews),Private,San Diego + 2 more,11-50 Employees (Global),
3712,SYVEN GLOBAL SER...,4.3,(7 Reviews),Private,Princeton,24,
3713,MavenMagnet,3.4,(7 Reviews),Private,New York,11-50 Employees (Global),
3714,Paschim Banga Gr...,3.4,(7 Reviews),Private,HÄora,15,501-1k Employees (India)
3715,MSA,3.7,(7 Reviews),Private,Raleigh + 4 more,51-200 Employees (India),
3716,KGFSL,4.4,(7 Reviews),Private,Coimbatore,18,201-500 Employees (Global)
3717,Sysmix Infotech,4.1,(7 Reviews),Private,Chennai,11-50 Employees (Global),
3718,GeoEdge Technolo...,3.1,(7 Reviews),Coimbatore,11-50 Employees (India),,
3719,Kajal,2.3,(7 Reviews),Public,Surat + 4 more,,
3720,Goodluck Carbon,4.1,(7 Reviews),New Delhi,38,51-200 Employees (India),
3721,Fourcee Infrastr...,3.2,(7 Reviews),,,,
3722,Financial Data S...,3.7,(7 Reviews),Pune + 2 more,,,
3723,Computershare,3.6,(7 Reviews),"Melbourne,Victoria + 1 more",44,,
3724,Vasai Vikas Saha...,3.8,(7 Reviews),201-500 Employees (India),,,
3725,A & M Insurance ...,4.8,(7 Reviews),,,,
3726,Tameer Micro Fin...,4.1,(7 Reviews),,,,
3727,Kerala State IT ...,2.8,(7 Reviews),Thiruvananthapuram + 1 more,51-200 Employees (India),,
3728,Jakson Hospitali...,3.9,(7 Reviews),Mumbai + 2 more,,,
3729,Melon Ventures,4.1,(7 Reviews),,,,
3730,Accolet Advisors,2.7,(7 Reviews),Bengaluru,,,
3731,S.V. Labs,4.6,(7 Reviews),Hyderabad + 1 more,,,
3732,Systematix Media,4.2,(7 Reviews),Kolkata,51-200 Employees (India),,
3733,Pearl Rosary Sch...,1.8,(7 Reviews),Kolkata,,,
3734,Kaira Software,4.7,(7 Reviews),Ahmedabad,16,11-50 Employees (Global),
3735,IMECO Machines,4.0,(7 Reviews),Pune,54,11-50 Employees (India),
3736,Cybele Industrie...,4.6,(7 Reviews),Public,"Chennai,Tamil Nadu",29,51-200 Employees (India)
3737,Asian Footwear,4.7,(7 Reviews),New Delhi,51-200 Employees (India),,
3738,Fuel India,3.3,(7 Reviews),Bengaluru,12,,
3739,Tirven Industrie...,4.5,(7 Reviews),,,,
3740,Master Handlers,3.4,(7 Reviews),Pune,51-200 Employees (India),,
3741,TechRel Technolo...,4.7,(7 Reviews),Pune + 1 more,11-50 Employees (India),,
3742,Rechner Infosyst...,4.5,(7 Reviews),New Delhi,11-50 Employees (India),,
3743,Hotel Ganga Kash...,3.9,(7 Reviews),Private,Nagpur,11-50 Employees (Global),
3744,Malla Reddy Coll...,2.4,(7 Reviews),Secunderabad,,,
3745,Dimakh Consultan...,4.5,(7 Reviews),Pune,11-50 Employees (India),,
3746,Quintessential S...,4.5,(7 Reviews),Private,"Kolkata,West Bengal + 4 more",29,11-50 Employees (India)
3747,VIJAY SPHEROIDAL...,2.2,(7 Reviews),Bengaluru,,,
3748,Tertium Technolo...,3.3,(7 Reviews),Bengaluru,7,,
3749,Somatheeram Ayur...,4.9,(7 Reviews),Thiruvananthapuram,51-200 Employees (India),,
3750,Cycops India,4.6,(7 Reviews),Hyderabad,,,
3751,Freedom Software...,4.6,(7 Reviews),Coimbatore,,,
3752,Sakar Poultry,4.3,(7 Reviews),Pune + 2 more,,,
3753,Euroclima,4.3,(7 Reviews),11-50 Employees (India),,,
3754,Segno Ceramics,4.9,(7 Reviews),Guntur,51-200 Employees (India),,
3755,Anutham Technolo...,4.4,(7 Reviews),Pune,,,
3756,Radhamani Group,4.6,(7 Reviews),Bengaluru + 1 more,51-200 Employees (India),,
3757,Prestige Institu...,4.6,(7 Reviews),Indore,51-200 Employees (India),,
3758,Point Perfect Te...,4.4,(7 Reviews),Chennai,,,
3759,PineBridge Inves...,4.8,(7 Reviews),New York,51-200 Employees (India),,
3760,Celerix Technolo...,5.0,(7 Reviews),"Bangalore,Karnataka",9,,
3761,Symbiosis Techno...,2.7,(7 Reviews),Edison,,,
3762,Kreyon Systems,3.6,(7 Reviews),Jabalpur,11-50 Employees (India),,
3763,Calligo Technolo...,4.3,(7 Reviews),"Bangalore,Karnataka",10,11-50 Employees (India),
3764,Eccentric Infote...,4.5,(7 Reviews),Pune,,,
3765,Resonent Technol...,4.4,(7 Reviews),Surat,12,11-50 Employees (India),
3766,Adept Legal Solu...,3.7,(7 Reviews),Bengaluru,,,
3767,Tekinroads,4.3,(7 Reviews),Private,Bengaluru,8,51-200 Employees (Global)
3768,Silly Monks Ente...,4.1,(7 Reviews),Public,"Hyderabad,Telangana + 1 more",9,51-200 Employees (India)
3769,Aviconn Solution...,3.2,(7 Reviews),Gurgaon,1-10 Employees (India),,
3770,Sundararajan & H...,4.9,(7 Reviews),,,,
3771,Saraswati Dynami...,4.8,(7 Reviews),Roorkee + 1 more,51-200 Employees (India),,
3772,Raj Har Gopal & ...,4.3,(7 Reviews),New Delhi,,,
3773,Law & Kenneth Sa...,2.6,(7 Reviews),Worli,501-1k Employees (India),,
3774,Kirpekar Enginee...,4.8,(7 Reviews),Pune,51-200 Employees (India),,
3775,Bhandari Group,3.6,(7 Reviews),Chennai + 2 more,11-50 Employees (India),,
3776,Headstart,4.4,(7 Reviews),Dubai + 1 more,,,
3777,Platlap Solution...,4.8,(7 Reviews),Chennai,11-50 Employees (India),,
3778,Node Technologie...,4.8,(7 Reviews),Bengaluru + 1 more,51-200 Employees (India),,
3779,Coconut Media Bo...,3.1,(7 Reviews),Ahmedabad,51-200 Employees (India),,
3780,Vinosys Software...,3.3,(7 Reviews),Chennai,,,
3781,Sambodhi Tech So...,4.8,(7 Reviews),Hyderabad,,,
3782,Trade-Nivesh,4.1,(7 Reviews),Indore,,,
3783,Sunoida Solution...,3.9,(7 Reviews),Dubai,51-200 Employees (Global),,
3784,Eins Technology,4.3,(7 Reviews),,,,
3785,Hitaishin Infote...,3.0,(7 Reviews),Private,"Indore,Madhya Pradesh",11,11-50 Employees (Global)
3786,Ecosense Sustain...,4.3,(7 Reviews),"Delhi,NCT",12,,
3787,Sushil Finance,2.6,(7 Reviews),Private,Mumbai + 1 more,40,501-1k Employees (Global)
3788,SHCIL SERVICES,4.1,(7 Reviews),Private,"Navi Mumbai,Maharashtra + 1 more",27,51-200 Employees (India)
3789,JRG Securities,4.9,(7 Reviews),Private,Hyderabad + 3 more,28,201-500 Employees (Global)
3790,GKTCS Innovation...,3.9,(7 Reviews),Private,Pune,11-50 Employees (Global),
3791,ImageGrafix Engi...,3.0,(7 Reviews),Private,Chennai + 1 more,201-500 Employees (India),
3792,Aetna,4.4,(7 Reviews),Private,Hartford + 1 more,169,501-1k Employees (India)
3793,Payza,1.9,(7 Reviews),Private,10,51-200 Employees (Global),
3794,Innovins Technol...,3.7,(7 Reviews),Mumbai,11-50 Employees (India),,
3795,Sohamsaa Systems,2.1,(7 Reviews),Bengaluru,,,
3796,BROCTAGON SOLUTI...,2.5,(7 Reviews),Shenzhen + 1 more,,,
3797,Elite Investment...,4.5,(7 Reviews),Indore,7,,
3798,e-Animedia Solut...,1.0,(7 Reviews),Chennai,27,,
3799,Collectcent,3.2,(7 Reviews),Gurgaon + 2 more,201-500 Employees (Global),,
3800,Mavens i,3.8,(7 Reviews),Chennai,51-200 Employees (India),,
3801,Chordia Group,4.8,(7 Reviews),Pune + 1 more,,,
3802,Indepay Networks,2.9,(7 Reviews),Gurgaon,,,
3803,SkillSpeed,1.5,(7 Reviews),Bengaluru,,,
3804,Auto CX Technolo...,1.8,(7 Reviews),Visakhapatnam,1-10 Employees (India),,
3805,Feuji,4.6,(7 Reviews),Hyderabad,8,11-50 Employees (Global),
3806,SAN Data Systems,3.1,(7 Reviews),"Silicon Valley,California",9,11-50 Employees (India),
3807,Inventive SMi,3.2,(7 Reviews),Princeton,,,
3808,Fenix Process Te...,2.9,(7 Reviews),Pune,51-200 Employees (India),,
3809,Pravahya Consult...,4.0,(7 Reviews),Bengaluru,12,51-200 Employees (India),
3810,Microhard Infote...,4.6,(7 Reviews),Dubai,,,
3811,Healthcare Techn...,3.8,(7 Reviews),Chennai,51-200 Employees (Global),,
3812,Vernix Technolog...,3.9,(7 Reviews),Hyderabad,,,
3813,TGS Construction...,4.8,(7 Reviews),Bengaluru + 2 more,1-10 Employees (India),,
3814,Kataak,4.3,(7 Reviews),Noida,,,
3815,Logitia Solution...,2.6,(7 Reviews),Mumbai,,,
3816,US Software Grou...,3.2,(7 Reviews),South Plainfield,,,
3817,Jatalia Global V...,4.0,(7 Reviews),Public,"Delhi/NCR,Delhi",23,51-200 Employees (India)
3818,Anmol Share Brok...,3.8,(7 Reviews),Bengaluru,16,11-50 Employees (India),
3819,NTS Global Servi...,1.6,(7 Reviews),Morristown,,,
3820,Resonent Technol...,4.4,(7 Reviews),Surat,12,11-50 Employees (India),
3821,Kreyon Systems,3.6,(7 Reviews),Jabalpur,11-50 Employees (India),,
3822,Viraj Infotech,4.1,(7 Reviews),,,,
3823,Indian Market vi...,2.8,(7 Reviews),New Delhi + 1 more,,,
3824,Softwarez Techno...,3.0,(7 Reviews),Lucknow,8,11-50 Employees (Global),
3825,Maharashtra Gove...,3.1,(7 Reviews),Miraj + 1 more,,,
3826,Entech Consultan...,2.7,(7 Reviews),Chennai + 2 more,,,
3827,Hatim Glazing & ...,3.6,(7 Reviews),Mumbai,11-50 Employees (India),,
3828,Law & Kenneth Sa...,2.6,(7 Reviews),Worli,501-1k Employees (India),,
3829,Tectonics Techno...,3.2,(7 Reviews),Private,New Delhi,27,11-50 Employees (India)
3830,Kirpekar Enginee...,4.8,(7 Reviews),Pune,51-200 Employees (India),,
3831,Bhandari Group,3.6,(7 Reviews),Chennai + 2 more,11-50 Employees (India),,
3832,Thinksol Softwar...,2.4,(7 Reviews),Kolkata,11-50 Employees (India),,
3833,Radical IT Solut...,3.9,(7 Reviews),Hyderabad + 1 more,11,,
3834,Ryan Global Scho...,4.6,(7 Reviews),Mumbai + 1 more,46,11-50 Employees (India),
3835,Hygiene Fresh,1.4,(7 Reviews),Sharjah,11-50 Employees (India),,
3836,Saraswati Dynami...,4.8,(7 Reviews),Roorkee + 1 more,51-200 Employees (India),,
3837,R.S. Foils,3.9,(7 Reviews),51-200 Employees (India),,,
3838,Dabon Internatio...,1.4,(7 Reviews),51-200 Employees (India),,,
3839,Asset,4.8,(7 Reviews),Etobicoke + 3 more,,,
3840,J Group Robotics,2.5,(7 Reviews),Mumbai,9,,
3841,Logimetrix Techs...,4.6,(7 Reviews),Lucknow,10,,
3842,Raj Har Gopal & ...,4.3,(7 Reviews),New Delhi,,,
3843,BYST,4.7,(7 Reviews),New Delhi + 3 more,,,
3844,MRK Healthcare,4.8,(7 Reviews),Mumbai + 1 more,51-200 Employees (India),,
3845,Headstart,4.4,(7 Reviews),Dubai + 1 more,,,
3846,Prescient Automa...,4.2,(7 Reviews),Pune,,,
3847,MConverge Servic...,5.0,(7 Reviews),Noida + 1 more,11-50 Employees (India),,
3848,Financial Data S...,3.7,(7 Reviews),Pune + 2 more,,,
3849,Optima Insurance...,4.6,(7 Reviews),201-500 Employees (India),,,
3850,Onelife Capital ...,2.6,(7 Reviews),Public,"Thane,Maharashtra",15,11-50 Employees (India)
3851,Crescore Wealth ...,4.5,(7 Reviews),Private,"Delhi/NCR,New Delhi",14,51-200 Employees (India)
3852,Money Plant Cons...,4.5,(7 Reviews),,,,
3853,Vishwas Co Opera...,4.8,(7 Reviews),"Nashik,Maharashtra",25,,
3854,Setu,4.5,(7 Reviews),Private,"Bangalore,Karnataka + 1 more",4,51-200 Employees (India)
3855,International In...,4.3,(7 Reviews),51-200 Employees (India),,,
3856,United Laborator...,2.7,(7 Reviews),Private,Saint Charles,201-500 Employees (Global),
3857,Nirman Share Bro...,5.0,(7 Reviews),Private,"Bhopal,Madhya Pradesh",35,11-50 Employees (Global)
3858,Abhipra Capital,2.9,(7 Reviews),Private,New Delhi,28,51-200 Employees (India)
3859,Hema,3.6,(7 Reviews),Private,Sliven + 2 more,15,11-50 Employees (Global)
3860,HMIL,3.7,(7 Reviews),Private,Hyderabad + 2 more,,
3861,Greenback Forex ...,3.9,(7 Reviews),Private,Mumbai + 1 more,11-50 Employees (Global),
3862,Credence Systems,4.0,(7 Reviews),Private,Milpitas,1k-5k Employees (Global),
3863,Accuracy,4.0,(7 Reviews),Private,11-50 Employees (India),,
3864,DSP BlackRock Mu...,4.2,(7 Reviews),Private,Mumbai + 3 more,39,
3865,Nomura Structure...,3.3,(7 Reviews),Private,Tokyo,97,51-200 Employees (India)
3866,Yuva Unstoppable,4.8,(7 Reviews),Ahmedabad,,,
3867,V & M,2.7,(7 Reviews),Gurgaon,51-200 Employees (India),,
3868,Saahas Zero Wast...,4.6,(7 Reviews),"Bangalore/Bengaluru,Karnataka",9,,
3869,Govt. Engineerin...,2.8,(7 Reviews),India + 2 more,,,
3870,Austere Technolo...,3.0,(7 Reviews),Private,Pune,51-200 Employees (India),
3871,Innoraft,4.8,(7 Reviews),Private,"Kolkata,West Bengal",11,51-200 Employees (India)
3872,My Family Dentis...,4.4,(7 Reviews),New Delhi,,,
3873,Realtime Taxsutr...,3.6,(7 Reviews),"Pune,Maharashtra + 1 more",12,11-50 Employees (India),
3874,IMMO Information...,2.8,(7 Reviews),Private,Panjim,17,51-200 Employees (India)
3875,Goodluck Carbon,4.1,(7 Reviews),New Delhi,38,51-200 Employees (India),
3876,Tectes,3.6,(7 Reviews),Kolkata,,,
3877,Surana College,4.5,(7 Reviews),Bengaluru,51-200 Employees (India),,
3878,Ionx Services,4.9,(7 Reviews),Bengaluru,18,,
3879,Fourcee Infrastr...,3.2,(7 Reviews),,,,
3880,Star Consulting ...,3.2,(7 Reviews),New Delhi,,,
3881,Kerala State IT ...,2.8,(7 Reviews),Thiruvananthapuram + 1 more,51-200 Employees (India),,
3882,Melon Ventures,4.1,(7 Reviews),,,,
3883,Expat US Tax,4.9,(7 Reviews),Dubai,,,
3884,Accolet Advisors,2.7,(7 Reviews),Bengaluru,,,
3885,S.V. Labs,4.6,(7 Reviews),Hyderabad + 1 more,,,
3886,Systematix Media,4.2,(7 Reviews),Kolkata,51-200 Employees (India),,
3887,Pearl Rosary Sch...,1.8,(7 Reviews),Kolkata,,,
3888,Kaira Software,4.7,(7 Reviews),Ahmedabad,16,11-50 Employees (Global),
3889,Cybele Industrie...,4.6,(7 Reviews),Public,"Chennai,Tamil Nadu",29,51-200 Employees (India)
3890,Asian Footwear,4.7,(7 Reviews),New Delhi,51-200 Employees (India),,
3891,Fuel India,3.3,(7 Reviews),Bengaluru,12,,
3892,Tirven Industrie...,4.5,(7 Reviews),,,,
3893,Master Handlers,3.4,(7 Reviews),Pune,51-200 Employees (India),,
3894,Affinity Softwar...,4.1,(7 Reviews),Private,Bengaluru/Bangalore + 1 more,35,51-200 Employees (Global)
3895,Hotel Ganga Kash...,3.9,(7 Reviews),Private,Nagpur,11-50 Employees (Global),
3896,Trinity NDT,3.5,(7 Reviews),Bengaluru,20,,
3897,SuVitas,3.7,(7 Reviews),Private,"Hyderabad,Telangana",8,11-50 Employees (Global)
3898,Doc Online,4.0,(7 Reviews),Noida,6,,
3899,Quintessential S...,4.5,(7 Reviews),Private,"Kolkata,West Bengal + 4 more",29,11-50 Employees (India)
3900,Expat US Tax,4.9,(7 Reviews),Dubai,,,
3901,Centura Technolo...,4.7,(7 Reviews),Bengaluru,7,,
3902,Starberry,4.6,(7 Reviews),Chelsea,,,
3903,Fitness365,4.8,(7 Reviews),Gurgaon + 3 more,12,,
3904,Affinity Softwar...,4.1,(7 Reviews),Private,Bengaluru/Bangalore + 1 more,35,51-200 Employees (Global)
3905,My Family Dentis...,4.4,(7 Reviews),New Delhi,,,
3906,Realtime Taxsutr...,3.6,(7 Reviews),"Pune,Maharashtra + 1 more",12,11-50 Employees (India),
3907,Surana College,4.5,(7 Reviews),Bengaluru,51-200 Employees (India),,
3908,PRAGMATIC EMBEDD...,4.7,(7 Reviews),Bengaluru,,,
3909,First Global Sof...,3.5,(7 Reviews),Bengaluru,11-50 Employees (India),,
3910,NTS Global Servi...,1.6,(7 Reviews),Morristown,,,
3911,BYST,4.7,(7 Reviews),New Delhi + 3 more,,,
3912,IDCUBE Identific...,4.2,(7 Reviews),"Noida,Uttar Pradesh",17,,
3913,Entech Consultan...,2.7,(7 Reviews),Chennai + 2 more,,,
3914,International Bu...,3.1,(7 Reviews),Private,New Delhi,51-200 Employees (India),
3915,e-Intelligence,2.7,(7 Reviews),Private,"Sheffield,South Yorkshire",17,11-50 Employees (India)
3916,F7 Broadcast,4.1,(7 Reviews),Private,Delhi,1k-5k Employees (Global),
3917,Interview Mocha,4.5,(7 Reviews),Private,Pune,10,51-200 Employees (India)
3918,Hela Systems,4.5,(7 Reviews),Private,Hyderabad,51-200 Employees (Global),
3919,Gyan Research an...,3.2,(7 Reviews),Private,"Delhi,delhi",12,11-50 Employees (Global)
3920,Abhipra Capital,2.9,(7 Reviews),Private,New Delhi,28,51-200 Employees (India)
3921,VKC Forex,2.3,(7 Reviews),Private,Chennai + 3 more,201-500 Employees (Global),
3922,Greenback Forex ...,3.9,(7 Reviews),Private,Mumbai + 1 more,11-50 Employees (Global),
3923,HMIL,3.7,(7 Reviews),Private,Hyderabad + 2 more,,
3924,KGFSL,4.4,(7 Reviews),Private,Coimbatore,18,201-500 Employees (Global)
3925,SecPod Technolog...,3.7,(7 Reviews),Private,"Bangalore/Bengaluru,Karnataka",14,11-50 Employees (Global)
3926,Credence Systems,4.0,(7 Reviews),Private,Milpitas,1k-5k Employees (Global),
3927,Setu,4.5,(7 Reviews),Private,"Bangalore,Karnataka + 1 more",4,51-200 Employees (India)
3928,Veekay Polycoats,4.7,(7 Reviews),Private,New Delhi + 1 more,51-200 Employees (India),
3929,Crescore Wealth ...,4.5,(7 Reviews),Private,"Delhi/NCR,New Delhi",14,51-200 Employees (India)
3930,Hotel Gateway Gr...,4.5,(7 Reviews),Private,Guwahati,51-200 Employees (India),
3931,SYVEN GLOBAL SER...,4.3,(7 Reviews),Private,Princeton,24,
3932,AG Group,3.6,(7 Reviews),Private,Kolkata + 1 more,,
3933,Satyam Cineplexe...,3.5,(7 Reviews),Private,Gurgaon + 2 more,,
3934,GS Staffing Solu...,2.1,(7 Reviews),Private,Calcutta,51-200 Employees (India),
3935,Metlok,4.9,(7 Reviews),Private,51-200 Employees (India),,
3936,CorfuIT,2.4,(7 Reviews),Private,Campbell,51-200 Employees (Global),
3937,Accuracy,4.0,(7 Reviews),Private,11-50 Employees (India),,
3938,MarkeTopper Secu...,3.6,(7 Reviews),Private,51-200 Employees (Global),,
3939,Total Securities,4.0,(7 Reviews),Private,Mumbai,201-500 Employees (Global),
3940,DSP BlackRock Mu...,4.2,(7 Reviews),Private,Mumbai + 3 more,39,
3941,Mirae Asset Glob...,4.0,(7 Reviews),Mumbai + 3 more,51-200 Employees (India),,
3942,The Konark Urban...,4.9,(7 Reviews),,,,
3943,UNION BANK OF NI...,3.2,(7 Reviews),,,,
3944,Kbs Local Area B...,4.8,(7 Reviews),Hyderabad/Secunderabad + 1 more,,,
3945,FINCA Microfinan...,4.7,(7 Reviews),,,,
3946,Lions blood bank,3.4,(7 Reviews),Private,Chennai,11-50 Employees (India),
3947,Finvent Finance,2.5,(7 Reviews),Kottayam + 2 more,51-200 Employees (India),,
3948,Market Magnify,4.9,(7 Reviews),"Indore,Madhya Pradesh",10,,
3949,Snapmint Credit ...,3.9,(7 Reviews),Private,"Mumbai,Maharashtra + 1 more",7,11-50 Employees (India)
3950,Equity Bank,1.4,(7 Reviews),,,,
3951,Commercial Bank ...,2.5,(7 Reviews),,,,
3952,Kookmin Bank,1.4,(7 Reviews),11-50 Employees (India),,,
3953,Adi Chitragupta ...,3.1,(7 Reviews),Patna + 1 more,51-200 Employees (India),,
3954,Guaranty Trust B...,4.7,(7 Reviews),Lagos + 1 more,,,
3955,P3 Multisolution...,2.1,(7 Reviews),"Gurgaon,haryana",11-50 Employees (India),,
3956,Privo Corp,4.3,(7 Reviews),,,,
3957,Vitt Management,4.7,(7 Reviews),,,,
3958,Viva Home Financ...,2.2,(7 Reviews),Virar,51-200 Employees (India),,
3959,AVA Financial Se...,3.4,(7 Reviews),Amritsar + 3 more,,,
3960,Calicut City Ser...,4.7,(7 Reviews),,,,
3961,Universal Financ...,4.6,(7 Reviews),,,,
3962,ManiBhavnam Home...,4.6,(7 Reviews),New Delhi + 2 more,,,
3963,ADCC Bank,3.8,(7 Reviews),10k-50k Employees (India),,,
3964,The Visakhapatna...,4.2,(7 Reviews),,,,
3965,9series Solution...,4.3,(7 Reviews),Private,"Tappan,New York",15,11-50 Employees (India)
3966,Everyday Banking...,2.1,(7 Reviews),Chennai + 1 more,,,
3967,Kudos Finance & ...,3.9,(7 Reviews),"Pune,Maharashtra",12,51-200 Employees (India),
3968,The Gayatri Co-o...,3.3,(7 Reviews),Karimnagar + 1 more,22,,
3969,Jocata Financial...,3.9,(7 Reviews),,,,
3970,National Health ...,4.2,(7 Reviews),,,,
3971,USHA FINANCIAL S...,3.3,(7 Reviews),51-200 Employees (India),,,
3972,Kaleidofin,4.7,(7 Reviews),Private,"Chennai,Tamil Nadu",4,51-200 Employees (India)
3973,Indian Cooperati...,3.8,(7 Reviews),Kurnool + 3 more,,,
3974,Ozoope Fintech e...,3.6,(7 Reviews),Private,"Mumbai,Maharashtra + 2 more",5,51-200 Employees (India)
3975,The Private Offi...,3.8,(7 Reviews),Hyderabad/Secunderabad + 3 more,,,
3976,Provakil Technol...,3.5,(7 Reviews),New Delhi,7,11-50 Employees (India),
3977,National Univers...,5.0,(6 Reviews),Private,5k-10k Employees (Global),,
3978,Dentzz Dental Ca...,1.3,(6 Reviews),Private,Mumbai,17,11-50 Employees (Global)
3979,Manikchand Group,4.5,(6 Reviews),Private,Pune,201-500 Employees (Global),
3980,Citadel,4.7,(6 Reviews),Private,Chicago + 3 more,32,1k-5k Employees (Global)
3981,P B Tech Impact ...,3.4,(6 Reviews),Private,New Hubli,16,51-200 Employees (Global)
3982,HCPL,4.8,(6 Reviews),Private,Mumbai + 1 more,11-50 Employees (Global),
3983,Armsel MHE,1.3,(6 Reviews),Private,Bangalore,51-200 Employees (Global),
3984,Institute for Hu...,3.8,(6 Reviews),Private,New Delhi,11-50 Employees (Global),
3985,Om Nanotech,2.9,(6 Reviews),Private,Noida,51-200 Employees (India),
3986,Industrial Miner...,3.9,(6 Reviews),Private,Chennai + 1 more,23,201-500 Employees (Global)
3987,Jayatma Informat...,4.6,(6 Reviews),Private,Ahmedabad,,
3988,AICL,4.9,(6 Reviews),Private,Cochin + 3 more,11-50 Employees (Global),
3989,Wemark Marketing,2.4,(6 Reviews),Private,Gurgaon,14,51-200 Employees (Global)
3990,On Load Gears,3.6,(6 Reviews),Private,Chennai,201-500 Employees (India),
3991,Fitch Ratings,4.2,(6 Reviews),Private,New York,109,1k-5k Employees (Global)
3992,Dhanei KGFS,4.0,(6 Reviews),Private,Brahmapur,51-200 Employees (Global),
3993,India Infrastruc...,5.0,(6 Reviews),Private,"New Delhi,India",10,201-500 Employees (India)
3994,Microweb Systems,2.7,(6 Reviews),Private,Noida,11-50 Employees (Global),
3995,Shakya Technolog...,4.7,(6 Reviews),Private,11-50 Employees (Global),,
3996,Billion Info,4.4,(6 Reviews),Private,Chennai,201-500 Employees (India),
3997,Grace Relocation...,3.8,(6 Reviews),Private,Gurgaon,51-200 Employees (India),
3998,Hyperthink Syste...,4.6,(6 Reviews),Private,Seattle + 1 more,51-200 Employees (India),
3999,Copal Partners,2.4,(6 Reviews),Private,London,1k-5k Employees (Global),
4000,Manikchand Group,4.5,(6 Reviews),Private,Pune,201-500 Employees (Global),
4001,National Univers...,5.0,(6 Reviews),Private,5k-10k Employees (Global),,
4002,Dentzz Dental Ca...,1.3,(6 Reviews),Private,Mumbai,17,11-50 Employees (Global)
4003,P B Tech Impact ...,3.4,(6 Reviews),Private,New Hubli,16,51-200 Employees (Global)
4004,Institute for Hu...,3.8,(6 Reviews),Private,New Delhi,11-50 Employees (Global),
4005,Pavani Group,4.1,(6 Reviews),Private,Bangalore,11-50 Employees (Global),
4006,Meridian Apparel...,4.6,(6 Reviews),Private,Chennai,501-1k Employees (Global),
4007,KOCHER,4.2,(6 Reviews),Private,"Greer,SC",11-50 Employees (Global),
4008,Phase Clinica Li...,3.1,(6 Reviews),Private,51-200 Employees (Global),,
4009,Mainstay Teleser...,4.0,(6 Reviews),Private,"Bangalore/Bengaluru,Karnataka",22,201-500 Employees (Global)
